JobNumber,Customer,State,City,,,
4316539,Charter,TX,IRVING,,,
4721344,Charter,TX,BASTROP,,,
3122241,Charter,AL,ATHENS,,,
4670759,Charter,TX,TEMPLE,,,
4682309,Charter,TX,ARLINGTON,,,
4638756,Charter,TX,DENTON,,,
4274354,Charter,NC,BEAUFORT,,,
4662547,Charter,ME,MOUNT DESERT,,,
4745545,Charter,ME,BELFAST,,,
4749952,Charter,NY,ELDRED,,,
4181098,Charter,NY,ROCK HILL,,,
4718839,Charter,NY,ROCK HILL,,,
4729350,Charter,NY,STAMFORD,,,
4712397,Charter,NC,SHELBY,,,
4580745,Charter,NC,WINSTON SALEM,,,
4764889,Charter,NY,WILLSEYVILLE,,,
4674468,Charter,NH,CENTER TUFTONBORO,,,
2415575,Charter,ME,TURNER,,,
4714002,Charter,NY,CANANDAIGUA,,,
4593684,Charter,NC,CHARLOTTE,,,
4722366,Charter,NY,PORT LEYDEN,,,
4670914,Charter,NC,RAEFORD,,,
4387249,Charter,ME,LEEDS,,,
4556526,Charter,TX,CEDAR CREEK,,,
4372458,Charter,NC,CHARLOTTE,,,
4737508,Charter,ME,PITTSFIELD,,,
4769680,Charter,NY,NORWICH,,,
4718777,Charter,NY,HIGHLAND LAKE,,,
4746702,Charter,NY,ALBANY,,,
4737423,Charter,TX,SOUTHLAKE,,,
4721286,Charter,NC,SALISBURY,,,
4705394,Charter,NY,BATAVIA,,,
4707474,Charter,NY,GREENFIELD PARK,,,
4760424,Charter,NY,WEST SHOKAN,,,
4701973,Charter,NC,PINEVILLE,,,
4722692,Charter,NY,HAMILTON,,,
4669487,Charter,TX,WIMBERLEY,,,
4418689,Charter,NY,SOUTH WALES,,,
2804083,Charter,NY,CAMPBELL HALL,,,
4690442,Charter,NY,ALBANY,,,
4506694,Charter,ME,FALMOUTH,,,
4670143,Charter,TX,RIO GRANDE CITY,,,
4687491,Charter,NC,GRAHAM,,,
4729547,Charter,ME,WINDHAM,,,
4713324,Charter,NC,CLAREMONT,,,
4681712,Charter,NC,SALISBURY,,,
4715767,Charter,NC,WINSTON SALEM,,,
4651726,Charter,TX,FORT WORTH,,,
1597342,Charter,NY,LORRAINE,,,
4690309,Charter,TX,BISHOP,,,
4725133,Charter,TX,ARLINGTON,,,
4712879,Charter,NC,CONOVER,,,
3387612,Charter,NC,CONCORD,,,
3725504,Charter,NY,BLOOMINGBURG,,,
4585567,Charter,TX,SAN ANTONIO,,,
4545971,Charter,TX,SAN ANTONIO,,,
4705142,Charter,NC,KING,,,
4647253,Charter,TX,DALLAS,,,
4754140,Charter,TX,SAN ELIZARIO,,,
4726340,Charter,TX,AUSTIN,,,
4692127,Charter,TX,MAGNOLIA,,,
4654086,Charter,TX,ROANOKE,,,
4742010,Charter,TX,BASTROP,,,
4612060,Charter,TX,AUSTIN,,,
4661932,Charter,TX,DALLAS,,,
4652154,Charter,TX,AUSTIN,,,
4672492,Charter,TX,ROUND ROCK,,,
4677847,Charter,TX,AUSTIN,,,
4672429,Charter,TX,AUSTIN,,,
4660224,Charter,TX,AUSTIN,,,
4728335,Charter,FL,LAKE PANASOFFKEE,,,
4671256,Charter,FL,NEW SMYRNA BEACH,,,
4729457,Charter,FL,TAMPA,,,
4562524,Charter,FL,LAKELAND,,,
4690092,Charter,FL,POINCIANA,,,
4767812,Charter,FL,PALM BAY,,,
4642008,Charter,TX,LAREDO,,,
4702806,Charter,TX,AUSTIN,,,
4660087,Charter,FL,DAVENPORT,,,
4654410,Charter,TX,PFLUGERVILLE,,,
3454197,Charter,FL,PALM BAY,,,
4642364,Charter,TX,BROWNSVILLE,,,
4684296,Charter,NM,ANTHONY,,,
4737723,Charter,FL,SPRING HILL,,,
4639249,Charter,FL,THONOTOSASSA,,,
4619199,Charter,TX,MISSION,,,
4675119,Charter,TX,WICHITA FALLS,,,
4691722,Charter,TX,SAN MARCOS,,,
4682139,Charter,TX,MIDLOTHIAN,,,
4706594,Charter,TX,FRISCO,,,
4712605,Charter,TX,MCALLEN,,,
3376855,Charter,SC,MYRTLE BEACH,,,
2765715,Charter,MO,SAINT LOUIS,,,
2812486,Charter,SC,MURRELLS INLET,,,
1803700,Charter,NC,LEXINGTON,,,
4551148,Charter,MN,SAINT CLOUD,,,
4591315,Charter,FL,DELAND,,,
4741674,Charter,FL,FLAGLER BEACH,,,
2143233,Charter,SC,LEXINGTON,,,
4739565,Charter,MN,OTSEGO,,,
568104,Charter,SC,NORTH CHARLESTON,,,
4576420,Charter,FL,FLAGLER BEACH,,,
2609248,Charter,SC,HILTON HEAD ISLAND,,,
4719570,Charter,NE,KEARNEY,,,
4735099,Charter,MN,BREEZY POINT,,,
4742488,Charter,NE,HASTINGS,,,
4488325,Charter,FL,PALM COAST,,,
4728455,Charter,MN,BYRON,,,
4614729,Charter,FL,BELLEVIEW,,,
1605504,Charter,NC,KERNERSVILLE,,,
4730709,Charter,MN,ROCHESTER,,,
4733521,Charter,NE,LINCOLN,,,
1722142,Charter,NC,WINSTON SALEM,,,
1462999,Charter,NC,HICKORY,,,
4664803,Charter,MN,SAUK CENTRE,,,
1868685,Charter,NC,TAYLORSVILLE,,,
4612160,Charter,NC,CHARLOTTE,,,
4636903,Charter,NC,LIBERTY,,,
4632518,Charter,NC,SEYMOUR JOHNSON AFB,,,
4692720,Charter,FL,PALMETTO,,,
4731757,Charter,WI,HAYWARD,,,
2599110,Charter,NC,STOKESDALE,,,
4710013,Charter,FL,LUTZ,,,
4540223,Charter,SC,LITTLE RIVER,,,
4746735,Charter,MO,BALLWIN,,,
4701659,Charter,WI,MARINETTE,,,
4690721,Charter,WI,GREEN BAY,,,
4711058,Charter,WI,BEAVER DAM,,,
4694015,Charter,WI,ABBOTSFORD,,,
669892,Charter,SC,CHARLESTON,,,
4705561,Charter,WI,SPENCER,,,
4359600,Charter,NC,SHELBY,,,
4737679,Charter,NC,LAUREL HILL,,,
4686108,Charter,WI,ABBOTSFORD,,,
4595211,Charter,NC,CHARLOTTE,,,
4648764,Charter,WI,BLOOMER,,,
1743723,Charter,NC,BURLINGTON,,,
4681534,Charter,WI,BAYFIELD,,,
4564636,Charter,NC,CORNELIUS,,,
4674166,Charter,WI,HAYWARD,,,
4724645,Charter,TX,AUSTIN,,,
4729870,Charter,TX,SAN ANTONIO,,,
4741525,Charter,TX,LUMBERTON,,,
4682990,Charter,TX,BASTROP,,,
4703887,Charter,TX,GRAND PRAIRIE,,,
4678639,Charter,TX,LAREDO,,,
4698889,Charter,TX,BALCH SPRINGS,,,
4716118,Charter,TX,LAGO VISTA,,,
4715663,Charter,TX,RIO GRANDE CITY,,,
4541291,Charter,TX,AUSTIN,,,
4775947,Charter,TX,WIMBERLEY,,,
4696060,Charter,TX,MISSION,,,
4752691,Charter,TX,WICHITA FALLS,,,
4528548,Charter,TX,DEL RIO,,,
4713225,Charter,TX,ROCKPORT,,,
4523447,Charter,TX,AUSTIN,,,
4778606,Charter,TX,WACO,,,
1607381,Charter,TX,HARKER HEIGHTS,,,
4655942,Charter,TX,CORPUS CHRISTI,,,
875197,Charter,TX,BOERNE,,,
4752571,Charter,TX,MCKINNEY,,,
4717998,Charter,TX,WESLACO,,,
4553270,Charter,TX,DENTON,,,
4580697,Charter,TX,RIO GRANDE CITY,,,
4727095,Charter,TX,FORT WORTH,,,
4590678,Charter,TX,WEST,,,
4692799,Charter,TX,WICHITA FALLS,,,
4684397,Charter,TX,MISSION,,,
4645768,Charter,TX,EL PASO,,,
2986615,Charter,SC,BLYTHEWOOD,,,
4706910,Charter,SC,GILBERT,,,
4739286,Charter,NC,WALNUT COVE,,,
4738423,Charter,NC,KING,,,
2202913,Charter,SC,GASTON,,,
4415338,Charter,NC,GIBSONVILLE,,,
2910260,Charter,SC,CAYCE,,,
4156206,Charter,NC,CLIMAX,,,
3013969,Charter,SC,CHAPIN,,,
3374854,Charter,SC,HOPKINS,,,
4570323,Charter,NC,SUMMERFIELD,,,
4744474,Charter,NC,ANGIER,,,
2879913,Charter,SC,LEXINGTON,,,
3240514,Charter,SC,LEXINGTON,,,
4678311,Charter,NC,WINSTON SALEM,,,
4542698,Charter,NC,JULIAN,,,
4695755,Charter,SC,HOPKINS,,,
3639025,Charter,SC,SUMTER,,,
4531362,Charter,NC,GIBSONVILLE,,,
3050422,Charter,SC,COLUMBIA,,,
4591192,Charter,SC,COLUMBIA,,,
2945812,Charter,SC,ORANGEBURG,,,
3000985,Charter,SC,LEXINGTON,,,
4554606,Charter,SC,N CHARLESTON,,,
4527274,Charter,SC,CAYCE,,,
4701728,Charter,KY,WILLIAMSBURG,,,
3971895,Charter,TX,HARKER HEIGHTS,,,
4750042,Charter,OH,TROY,,,
4685978,Charter,TX,SAN ANTONIO,,,
4710768,Charter,TX,CARROLLTON,,,
4747152,Charter,KY,CORBIN,,,
4309338,Charter,KY,CYNTHIANA,,,
4701872,Charter,KY,WILLIAMSBURG,,,
4651740,Charter,TX,SAN ANTONIO,,,
4663120,Charter,TX,GARLAND,,,
4722651,Charter,OH,DAYTON,,,
2436689,Charter,OH,TROY,,,
3388981,Charter,TX,ALICE,,,
4342756,Charter,TX,SAN ANTONIO,,,
4739306,Charter,KY,STEARNS,,,
3875738,Charter,OH,CHILLICOTHE,,,
4706957,Charter,TX,LUMBERTON,,,
4712955,Charter,OH,MIAMISBURG,,,
4720894,Charter,OH,MIAMISBURG,,,
4701589,Charter,KY,STRUNK,,,
4732487,Charter,TX,SAN BENITO,,,
4717925,Charter,TX,AUSTIN,,,
4662430,Charter,TX,AUSTIN,,,
4699794,Charter,TX,AUSTIN,,,
4687286,Charter,TX,MCKINNEY,,,
4624440,Charter,TX,SPICEWOOD,,,
4741859,Charter,TX,EL PASO,,,
4591324,Charter,TX,EL PASO,,,
4775713,Charter,TX,ALLEYTON,,,
4668822,Charter,OH,PIQUA,,,
4683562,Charter,TX,LANCASTER,,,
4650780,Charter,TX,DALLAS,,,
4742701,Charter,TX,FORT WORTH,,,
4782911,Charter,NC,GREENSBORO,,,
4724865,Charter,NC,ZEBULON,,,
4778761,Charter,NC,TROUTMAN,,,
4754002,Charter,SC,MARION,,,
4691921,Charter,NC,DALLAS,,,
4782769,Charter,NC,GREENSBORO,,,
4717297,Charter,SC,GEORGETOWN,,,
SO-TWC-FD-4866COOPER,Charter,OHIO,BLUE ASH,,,
4724881,Charter,SC,GEORGETOWN,,,
4749736,Charter,NC,HENRICO,,,
4712394,Charter,NC,SMITHFIELD,,,
4727353,Charter,KY,SOMERSET,,,
4768283,Charter,SC,LITTLE RIVER,,,
4747215,Charter,NC,PINEBLUFF,,,
4670647,Charter,VA,SUFFOLK,,,
4746524,Charter,OH,ZANESVILLE,,,
4666048,Charter,SC,COLUMBIA,,,
4701759,Charter,NC,AULANDER,,,
4727115,Charter,NC,LINCOLNTON,,,
4369012,Charter,SC,LATTA,,,
4692385,Charter,IN,MADISON,,,
4690506,Charter,SC,COLUMBIA,,,
4689862,Charter,NC,SELMA,,,
4653142,Charter,NC,VALE,,,
4704754,Charter,NC,ELIZABETH CITY,,,
1549776,Charter,OH,LONDON,,,
4578519,Charter,KY,LEXINGTON,,,
4752501,Charter,NC,CARTHAGE,,,
4734876,Charter,NC,HICKORY,,,
4737095,Charter,MT,BELGRADE,,,
4726393,Charter,OH,BATAVIA,,,
4514391,Charter,KY,GOSHEN,,,
4767924,Charter,TX,DRIPPING SPRINGS,,,
4689940,Charter,NC,MURFREESBORO,,,
4038424,Charter,TX,SOUTH PADRE ISLAND,,,
4706932,Charter,NC,ZEBULON,,,
4747374,Charter,NC,MONROE,,,
4705661,Charter,WA,WENATCHEE,,,
4709553,Charter,IN,CHARLESTOWN,,,
4748566,Charter,KY,YOSEMITE,,,
4677984,Charter,TX,RAYMONDVILLE,,,
3408429,Charter,TX,AUSTIN,,,
4713086,Charter,TX,DALLAS,,,
4739350,Charter,IN,SALEM,,,
4753204,Charter,NC,SOUTHERN PINES,,,
4736080,Charter,KY,FALMOUTH,,,
4711913,Charter,IN,CORYDON,,,
4657681,Charter,TX,KYLE,,,
4669538,Charter,TX,DEL VALLE,,,
4675176,Charter,KY,WILLIAMSBURG,,,
2619607,Charter,OH,BELLE CENTER,,,
4713749,Charter,KY,MANCHESTER,,,
4686535,Charter,OH,HEATH,,,
4670420,Charter,OH,DAYTON,,,
4593766,Charter,TX,DRIPPING SPRINGS,,,
4531394,Charter,KY,GOSHEN,,,
4239017,Charter,TX,DALLAS,,,
4696037,Charter,OH,GALLOWAY,,,
4653381,Charter,TX,MCALLEN,,,
4732827,Charter,TX,SAN MARCOS,,,
4762608,Charter,TX,SAN MARCOS,,,
4527955,Charter,TX,WEATHERFORD,,,
4782792,Charter,MT,PARK CITY,,,
4693258,Charter,CA,BAKERSFIELD,,,
4750676,Charter,WA,EAST WENATCHEE,,,
4451324,Charter,CA,BAKERSFIELD,,,
4598202,Charter,WA,ROCK ISLAND,,,
4119959,Charter,OH,PLAIN CITY,,,
4698033,Charter,NC,ASHEBORO,,,
4731103,Charter,KY,PINEVILLE,,,
4729942,Charter,KY,MANCHESTER,,,
4782891,Charter,KY,SOMERSET,,,
4716429,Charter,OH,LEWIS CENTER,,,
4745105,Charter,KY,SCIENCE HILL,,,
4701875,Charter,OH,LONDON,,,
4708916,Charter,KY,LONDON,,,
4727792,Charter,KY,LONDON,,,
4586122,Charter,KY,ERLANGER,,,
4408587,Charter,KY,NEWPORT,,,
4686562,Charter,KY,MIDDLESBORO,,,
4656408,Charter,OH,BUCYRUS,,,
4705931,Charter,KY,MANCHESTER,,,
4675630,Charter,OH,MARYSVILLE,,,
4682959,Charter,KY,LONDON,,,
4595428,Charter,KY,WILLIAMSBURG,,,
4689025,Charter,KY,LONDON,,,
2506084,Charter,OH,DELAWARE,,,
4683552,Charter,KY,LONDON,,,
4609474,Charter,KY,LONDON,,,
4590517,Charter,TN,NEWCOMB,,,
4639149,Charter,KY,MOUNT VERNON,,,
4654523,Charter,KY,LONDON,,,
4645123,Charter,KY,HAZARD,,,
4674019,Charter,KY,SOMERSET,,,
4663476,Charter,KY,ARJAY,,,
4589620,Charter,KY,KEAVY,,,
4530146,Charter,KY,HAZARD,,,
4552669,Charter,KY,BURNSIDE,,,
4331410,Charter,KY,HARRODSBURG,,,
4740534,Charter,OH,WILLOWICK,,,
4720315,Charter,TN,PIGEON FORGE,,,
4661084,Charter,KY,LOUISVILLE,,,
4624214,Charter,IN,WESTFIELD,,,
4794063,Charter,NC,ASHEBORO,,,
4772880,Charter,SC,SMYRNA,,,
4726161,Charter,NC,HENDERSONVILLE,,,
4749190,Charter,NC,HENDERSONVILLE,,,
4747117,Charter,NC,GERTON,,,
4722242,Charter,FL,ORLANDO,,,
4192069,Charter,TX,CARROLLTON,,,
4309002,Charter,KY,SHEPHERDSVILLE,,,
4761988,Charter,TX,SILSBEE,,,
4518048,Charter,NC,RANDLEMAN,,,
4744313,Charter,IN,MOUNT VERNON,,,
4757449,Charter,SC,SUMMERVILLE,,,
4782924,Charter,TN,PIGEON FORGE,,,
4588853,Charter,AL,BIRMINGHAM,,,
4587060,Charter,CA,LA JOLLA,,,
4609496,Charter,TX,FARMERS BRANCH,,,
4754635,Charter,CA,VICTORVILLE,,,
4750477,Charter,MN,AUSTIN,,,
4754264,Charter,MN,DULUTH,,,
2629208,Charter,NY,FLUSHING,,,
4721607,Charter,TX,EULESS,,,
4739449,Charter,AL,DALEVILLE,,,
4714941,Charter,MO,SAINT LOUIS,,,
4663274,Charter,WI,SHERWOOD,,,
4674255,Charter,WI,STOUGHTON,,,
4772831,Charter,NJ,EDGEWATER,,,
4758305,Charter,NC,DALLAS,,,
4761408,Charter,TN,KINGSPORT,,,
4670175,Charter,AL,BESSEMER,,,
3202628,Charter,AL,BIRMINGHAM,,,
3188491,Charter,KY,EAST BERNSTADT,,,
4623372,Charter,AL,MORRIS,,,
4773568,Charter,MN,BIG LAKE,,,
4742076,Charter,MN,AUSTIN,,,
4340613,Charter,MI,KALAMAZOO,,,
4756093,Charter,OH,CONNEAUT,,,
4792899,Charter,CA,SHAFTER,,,
4661722,Charter,OR,BAKER CITY,,,
3591983,Charter,AL,DOTHAN,,,
2414137,Charter,NC,HICKORY,,,
2430051,Charter,NC,HICKORY,,,
4685880,Charter,KY,HAZARD,,,
JB0001334845,ATX,KS,Kansas City,,,
4755342,Charter,FL,ORLANDO,,,
4730401,Charter,MI,ESCANABA,,,
4574143,Charter,CO,FORT MORGAN,,,
4769376,Charter,LA,PEARL RIVER,,,
4754716,Charter,FL,TAMPA,,,
4630598,Charter,CO,FORT MORGAN,,,
4778212,Charter,OH,ZANESVILLE,,,
4628776,Charter,OH,WASHINGTON COURT HOUSE,,,
4669089,Charter,AL,GARDENDALE,,,
4515143,Charter,FL,POLK CITY,,,
4697173,Charter,VA,TAZEWELL,,,
4708870,Charter,MI,MONROE,,,
4574169,Charter,CO,FORT MORGAN,,,
4681016,Charter,TN,MANCHESTER,,,
4805388,Charter,MT,MISSOULA,,,
4625654,Charter,CO,FORT MORGAN,,,
4604388,Charter,NC,STATESVILLE,,,
4599918,Charter,ME,LEWISTON,,,
4757662,Charter,AL,STEVENSON,,,
4520694,Charter,AL,GUNTERSVILLE,,,
4755147,Charter,NC,WINSTON SALEM,,,
4766738,Charter,MI,SPARTA,,,
4693398,Charter,NC,GREENSBORO,,,
4237927,Charter,VA,GRUNDY,,,
4766773,Charter,MI,KINGSFORD,,,
3727838,Charter,WI,FLORENCE,,,
4608723,Charter,NC,CONCORD,,,
4765061,Charter,CA,BIG BEAR LAKE,,,
3913504,Charter,NC,APEX,,,
4585450,Charter,NC,GARNER,,,
3116746,Charter,TX,SAN ANTONIO,,,
4532759,Charter,TX,MARBLE FALLS,,,
4554902,Charter,NC,HOLLY SPRINGS,,,
4506868,Charter,CA,BEVERLY HILLS,,,
4750543,Charter,MI,BEAR LAKE,,,
3694944,Charter,TX,ARLINGTON,,,
4526599,Charter,OH,DAYTON,,,
4583927,Charter,CA,LOS ANGELES,,,
3489317,Charter,WI,GREENLEAF,,,
4733426,Charter,ME,PORTLAND,,,
4600615,Charter,NC,WINSTON SALEM,,,
4685593,Charter,NE,FALLS CITY,,,
4087950,Charter,CA,ANAHEIM,,,
4688039,Charter,NC,MATTHEWS,,,
4791085,Charter,SC,CONWAY,,,
4330293,Charter,SC,GAFFNEY,,,
4637423,Charter,OH,MIDDLETOWN,,,
4170061,Charter,NC,HIGH POINT,,,
4434483,Charter,TX,DALLAS,,,
4477692,Charter,NC,RALEIGH,,,
4723198,Charter,OH,CLEVELAND,,,
4685390,Charter,NC,WILSON,,,
3386701,Charter,NC,MONROE,,,
4577172,Charter,NY,FORT PLAIN,,,
4747800,Charter,NY,TUPPER LAKE,,,
4724792,Charter,NC,GASTONIA,,,
4465408,Charter,CA,PASADENA,,,
4651760,Charter,CA,CORONA,,,
JB0001281579,ATX,TN,Memphis,,,
4699574,Charter,FL,ALTAMONTE SPRINGS,,,
4708063,Charter,MT,BUTTE,,,
4597964,Charter,NC,FAYETTEVILLE,,,
4649112,Charter,NC,CHARLOTTE,,,
4762638,Charter,MO,BELTON,,,
3868639,Charter,NC,CHARLOTTE,,,
4756929,Charter,OH,MIDVALE,,,
4671964,Charter,FL,TITUSVILLE,,,
4680880,Charter,WI,BROOKFIELD,,,
4608497,Charter,OH,CENTERVILLE,,,
4714279,Charter,NY,CAMILLUS,,,
4716919,Charter,NY,ROCHESTER,,,
4753765,Charter,LA,FOLSOM,,,
4709626,Charter,TX,GREENVILLE,,,
4539472,Charter,FL,ORLANDO,,,
4571715,Charter,NC,KNIGHTDALE,,,
4555279,Charter,CA,SANTA ANA,,,
4598938,Charter,TX,RICHARDSON,,,
4638458,Charter,FL,SAINT PETERSBURG,,,
4525014,Charter,OH,YOUNGSTOWN,,,
3599688,Charter,TX,SAN ANTONIO,,,
4722536,Charter,MO,PALMYRA,,,
4701548,Charter,IN,INDIANAPOLIS,,,
4606208,Charter,AL,RUSSELLVILLE,,,
4648410,Charter,MO,HANNIBAL,,,
4592484,Charter,NC,RALEIGH,,,
4568810,Charter,VA,SUFFOLK,,,
4722736,Charter,IN,PRINCETON,,,
4580285,Charter,NC,WENDELL,,,
4526667,Charter,TX,NEW BRAUNFELS,,,
3673502,Charter,NY,ITHACA,,,
4708235,Charter,OH,PAINESVILLE,,,
4588417,Charter,FL,TAMPA,,,
4705425,Charter,MO,CHESTERFIELD,,,
4673934,Charter,OH,CANTON,,,
4744150,Charter,WI,CAMPBELLSPORT,,,
4708249,Charter,WI,BELOIT,,,
3479584,Charter,SC,LEXINGTON,,,
4576532,Charter,NC,RALEIGH,,,
4638130,Charter,NC,RALEIGH,,,
4658767,Charter,NY,NEW YORK,,,
4605647,Charter,ME,PORTLAND,,,
4722733,Charter,KY,HENDERSON,,,
4710756,Charter,OH,COLUMBUS,,,
4648960,Charter,NY,HIGHLAND,,,
4672819,Charter,NC,ASHEVILLE,,,
3723607,Charter,OH,PICKERINGTON,,,
3623565,Charter,TX,DALLAS,,,
4780652,Charter,TX,SILSBEE,,,
4088330,Charter,WA,ELLENSBURG,,,
4693597,Charter,OH,ZANESVILLE,,,
3983557,Charter,FL,ORLANDO,,,
4702651,Charter,NY,ASTORIA,,,
4532119,Charter,TX,DALLAS,,,
4716932,Charter,CA,CITY OF INDUSTRY,,,
3597502,Charter,TX,DALLAS,,,
4694666,Charter,TX,WESLACO,,,
4563762,Charter,CA,CYPRESS,,,
4743016,Charter,CA,MONROVIA,,,
3533127,Charter,WI,MADISON,,,
3935632,Charter,TX,ARLINGTON,,,
4670287,Charter,TX,LUMBERTON,,,
4700158,Charter,WI,NEENAH,,,
4734858,Charter,NC,CHARLOTTE,,,
3623654,Charter,TX,DALLAS,,,
4664073,Charter,NC,WAYNESVILLE,,,
4682814,Charter,TX,WEATHERFORD,,,
4725068,Charter,NY,SYRACUSE,,,
4640858,Charter,NY,NEW YORK,,,
4690980,Charter,KY,LOUISVILLE,,,
4588712,Charter,OH,MT STERLING,,,
4031407,Charter,CA,PERRIS,,,
4742705,Charter,MO,O FALLON,,,
4400969,Charter,TX,QUINLAN,,,
4601789,Charter,MO,LIBERTY,,,
3328031,Charter,PA,ERIE,,,
4030997,Charter,WI,SUAMICO,,,
4744864,Charter,OH,WARREN,,,
4758018,Charter,CO,MONTROSE,,,
4690961,Charter,OH,CUYAHOGA FALLS,,,
4572133,Charter,ID,POST FALLS,,,
4676388,Charter,MI,NOVI,,,
4741051,Charter,NV,RENO,,,
4775663,Charter,MO,CAMDENTON,,,
4646514,Charter,WI,WESTON,,,
4805608,Charter,MI,DRYDEN,,,
4791951,Charter,NY,NEW YORK,,,
4746087,Charter,OH,CANTON,,,
4773095,Charter,MI,MONROE,,,
4775790,Charter,OH,NORTH JACKSON,,,
4663855,Charter,MI,HOWELL,,,
4772533,Charter,MI,KALAMAZOO,,,
4139168,Charter,CA,REDDING,,,
4764611,Charter,OH,CANTON,,,
4758322,Charter,CA,ATASCADERO,,,
4785190,Charter,NY,BROOKLYN,,,
4780587,Charter,OH,MADISON,,,
4757823,Charter,MI,HOLLAND,,,
4766227,Charter,MO,LAKE OZARK,,,
4782730,Charter,NY,NEW YORK,,,
4804972,Charter,NY,NEW YORK,,,
3498485,Charter,MO,LAKE OZARK,,,
4748812,Charter,MO,SUNRISE BEACH,,,
4623816,Charter,TX,SPRING,,,
4806310,Charter,TX,ORANGE,,,
4696650,Charter,CA,REDDING,,,
4783466,Charter,WY,CHEYENNE,,,
4816469,Charter,TX,FORT HOOD,,,
4778036,Charter,NV,SPARKS,,,
4765992,Charter,MO,LAKE OZARK,,,
4668240,Charter,MI,NOVI,,,
4728256,Charter,MT,BOZEMAN,,,
4672736,Charter,MI,SAGINAW,,,
4816720,Charter,MI,GOWEN,,,
4738570,Charter,MI,FREELAND,,,
4633906,Charter,TX,SPRING,,,
4585813,Charter,NV,RENO,,,
4776985,Charter,OH,NEW PHILADELPHIA,,,
4766283,Charter,MT,KALISPELL,,,
4770780,Charter,NY,ASTORIA,,,
4700977,Charter,WY,CASPER,,,
4737653,Charter,CA,ANDERSON,,,
4749276,Charter,CA,MORGAN HILL,,,
4741145,Charter,CA,SOUTH LAKE TAHOE,,,
3556352,Charter,MI,KALAMAZOO,,,
4756325,Charter,TX,SILSBEE,,,
4761237,Charter,MI,HOUGHTON LAKE,,,
4780700,Charter,MI,MIDLAND,,,
4806030,Charter,OH,HIRAM,,,
4692449,Charter,WI,THORP,,,
4766103,Charter,MO,TROY,,,
4769555,Charter,MO,ELDON,,,
4797706,Charter,MI,FARMINGTON,,,
4727838,Charter,MI,BAY CITY,,,
4809836,Charter,TX,ELM MOTT,,,
4736872,Charter,TX,ELM MOTT,,,
JB0001053745,ATX,MI,Kansas City,,,
JB0001333132,ATX,MI,Kansas City,,,
JB0001226354,ATX,MI,Kansas City,,,
3428191,Charter,NC,CHARLOTTE,,,
4538272,Charter,FL,TAMPA,,,
4064848,Charter,OH,DAYTON,,,
4684067,Charter,FL,LAKELAND,,,
4819460,Charter,FL,NEW PORT RICHEY,,,
3423908,Charter,NC,CHARLOTTE,,,
4779362,Charter,FL,PARRISH,,,
3387687,Charter,NC,CHARLOTTE,,,
3428134,Charter,NC,CHARLOTTE,,,
4732982,Charter,FL,BRADENTON,,,
4711803,Charter,KY,MACKVILLE,,,
4797323,Charter,SC,YORK,,,
3428129,Charter,NC,MONROE,,,
3428137,Charter,NC,CHARLOTTE,,,
4265096,Charter,CA,SAN GABRIEL,,,
4651411,Charter,WI,WISCONSIN DELLS,,,
4768311,Charter,NC,WINSTON SALEM,,,
3418942,Charter,NC,CONCORD,,,
3487980,Charter,TX,AUSTIN,,,
4717801,Charter,CA,MORGAN HILL,,,
4606757,Charter,NC,PEMBROKE,,,
3388045,Charter,NC,GASTONIA,,,
3423907,Charter,NC,CHARLOTTE,,,
3388060,Charter,NC,CONCORD,,,
4598220,Charter,NY,ASTORIA,,,
3388010,Charter,NC,CHARLOTTE,,,
3428127,Charter,NC,MONROE,,,
4264644,Charter,CA,APPLE VALLEY,,,
3428103,Charter,NC,CHARLOTTE,,,
3418939,Charter,NC,HUNTERSVILLE,,,
4807590,Charter,TX,PLANO,,,
3388063,Charter,NC,CONCORD,,,
4720396,Charter,CA,LOS ANGELES,,,
3834170,Charter,IN,JEFFERSONVILLE,,,
4733226,Charter,TX,ROCKPORT,,,
3418941,Charter,NC,CONCORD,,,
4063139,Charter,CA,COMMERCE,,,
4555134,Charter,CA,NORTH HOLLYWOOD,,,
4402138,Charter,TX,FORT WORTH,,,
4554683,Charter,OH,CUYAHOGA FALLS,,,
4731865,Charter,KY,FLORENCE,,,
4617546,Charter,NE,COLUMBUS,,,
3222494,Charter,NC,CHARLOTTE,,,
4634083,Charter,FL,BRADENTON,,,
4737483,Charter,FL,WEBSTER,,,
3388057,Charter,NC,CONCORD,,,
3970262,Charter,CA,PICO RIVERA,,,
4332722,Charter,NY,HAINES FALLS,,,
3428148,Charter,NC,CHARLOTTE,,,
4041106,Charter,TN,LENOIR CITY,,,
3423917,Charter,NC,KANNAPOLIS,,,
4567036,Charter,IN,CORYDON,,,
3418937,Charter,NC,KANNAPOLIS,,,
3477059,Charter,CA,YUCAIPA,,,
4703279,Charter,TX,DALLAS,,,
4506493,Charter,TX,MCKINNEY,,,
3253796,Charter,NC,ASHEVILLE,,,
4373703,Charter,CA,CULVER CITY,,,
4063464,Charter,CA,COSTA MESA,,,
3541004,Charter,CA,VAN NUYS,,,
4637726,Charter,TX,ROCKWALL,,,
4697639,Charter,NC,MARION,,,
3732531,Charter,TX,IRVING,,,
4539684,Charter,CA,SANTA PAULA,,,
4516388,Charter,CA,LOS ANGELES,,,
4709307,Charter,MA,AUBURN,,,
